         0.10000E+04         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
         0.20000E+04         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
         0.30000E+04         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
         0.40000E+04         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
         0.50000E+04         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
         0.60000E+04         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
         0.70000E+04         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
         0.80000E+04         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
         0.90000E+04         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
         0.10000E+05         0.54797E+00         0.54878E+00         0.54934E+00         0.55053E+00         0.55137E+00         0.54915E+00         0.54900E+00         0.54978E+00         0.54997E+00         0.55127E+00         0.55100E+00         0.55060E+00         0.54907E+00         0.54982E+00         0.54850E+00         0.54974E+00         0.55221E+00         0.55245E+00         0.55036E+00         0.54998E+00         0.55071E+00         0.54890E+00         0.54805E+00         0.54938E+00         0.55052E+00         0.55035E+00         0.54954E+00         0.55117E+00         0.55204E+00         0.55093E+00         0.54878E+00         0.55168E+00
